area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,DwntsAp,1100,2.0,1.0,55.0,1100.0,2.0,Raja Rajeshwari Nagar,5000.0,550.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.55,1140.0,2.0,Raja Rajeshwari Nagar,3381.578947368421,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1090,2.0,2.0,43.59,1090.0,2.0,Raja Rajeshwari Nagar,3999.0825688073396,545.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,51.77,1530.0,3.0,Raja Rajeshwari Nagar,3383.6601307189544,510.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Mahla T,1023,2.0,2.0,42.0,1023.0,2.0,Raja Rajeshwari Nagar,4105.571847507332,511.5,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Sithand,1070,2.0,1.0,50.0,1070.0,2.0,Raja Rajeshwari Nagar,4672.897196261682,535.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Dehts H,1510,2.0,3.0,59.0,1510.0,3.0,Raja Rajeshwari Nagar,3907.2847682119204,503.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,4800,8.0,2.0,225.0,4800.0,8.0,Raja Rajeshwari Nagar,4687.5,600.0,Raja Rajeshwari Nagar,1.0,3,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79,1128.0,2.0,Raja Rajeshwari Nagar,4325.354609929078,564.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2.0,2.0,42.85,1267.0,2.0,Raja Rajeshwari Nagar,3382.004735595896,633.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,550,1.0,0.0,21.0,550.0,1.0,Raja Rajeshwari Nagar,3818.181818181818,550.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2.0,2.0,37.95,1120.0,2.0,Raja Rajeshwari Nagar,3388.3928571428573,560.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1608,2.0,2.0,85.0,1608.0,2.0,Raja Rajeshwari Nagar,5286.0696517412935,804.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1210,2.0,2.0,45.0,1210.0,2.0,Raja Rajeshwari Nagar,3719.00826446281,605.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,1.0,53.27,1240.0,2.0,Raja Rajeshwari Nagar,4295.967741935484,620.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,AcisePa,1395,2.0,2.0,72.0,1395.0,3.0,Raja Rajeshwari Nagar,5161.290322580645,465.0,Raja Rajeshwari Nagar,0.6666666666666666,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,MaaveDu,1165,2.0,1.0,45.0,1165.0,2.0,Raja Rajeshwari Nagar,3862.6609442060085,582.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1288,2.0,1.0,70.0,1288.0,3.0,Raja Rajeshwari Nagar,5434.782608695652,429.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2.0,2.0,37.97,1120.0,2.0,Raja Rajeshwari Nagar,3390.1785714285716,560.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.65,1140.0,2.0,Raja Rajeshwari Nagar,3390.3508771929824,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1095,2.0,1.0,38.33,1095.0,2.0,Raja Rajeshwari Nagar,3500.4566210045664,547.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1420,2.0,2.0,60.0,1420.0,3.0,Raja Rajeshwari Nagar,4225.352112676056,473.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,44.17,1303.0,2.0,Raja Rajeshwari Nagar,3389.869531849578,651.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3.0,3.0,53.56,1580.0,3.0,Raja Rajeshwari Nagar,3389.8734177215188,526.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,40.17,1185.0,2.0,Raja Rajeshwari Nagar,3389.8734177215188,592.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,49.27,1140.0,2.0,Raja Rajeshwari Nagar,4321.929824561404,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,7 ise P,1430,2.0,1.0,50.0,1430.0,3.0,Raja Rajeshwari Nagar,3496.5034965034965,476.6666666666667,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Shmai D,1095,2.0,2.0,38.33,1095.0,2.0,Raja Rajeshwari Nagar,3500.4566210045664,547.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GRvanun,1235,2.0,1.0,75.0,1235.0,2.0,Raja Rajeshwari Nagar,6072.8744939271255,617.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,3 BHK,,1280,3.0,2.0,57.6,1280.0,3.0,Raja Rajeshwari Nagar,4500.0,426.6666666666667,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,1.0,55.79,1303.0,2.0,Raja Rajeshwari Nagar,4281.657712970069,651.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Cee 2du,1162,2.0,0.0,65.0,1162.0,2.0,Raja Rajeshwari Nagar,5593.803786574871,581.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,2.0,38.41,1133.0,2.0,Raja Rajeshwari Nagar,3390.114739629302,566.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,1.0,49.0,1151.0,2.0,Raja Rajeshwari Nagar,4257.167680278019,575.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2.0,1.0,54.35,1267.0,2.0,Raja Rajeshwari Nagar,4289.6606156274665,633.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1550,3.0,3.0,52.45,1550.0,3.0,Raja Rajeshwari Nagar,3383.8709677419356,516.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Neess P,1100,2.0,1.0,50.0,1100.0,2.0,Raja Rajeshwari Nagar,4545.454545454545,550.0,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,2.0,40.17,1185.0,2.0,Raja Rajeshwari Nagar,3389.8734177215188,592.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Elleyt ,1751,3.0,3.0,72.0,1751.0,3.0,Raja Rajeshwari Nagar,4111.936036550543,583.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2.0,2.0,44.17,1306.0,2.0,Raja Rajeshwari Nagar,3382.08269525268,653.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.44,1196.0,2.0,Raja Rajeshwari Nagar,3381.2709030100336,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,Prllsan,1178,2.0,1.0,75.0,1178.0,2.0,Raja Rajeshwari Nagar,6366.723259762309,589.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,2.0,40.0,1128.0,2.0,Raja Rajeshwari Nagar,3546.099290780142,564.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,39.0,1151.0,2.0,Raja Rajeshwari Nagar,3388.3579496090356,575.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Lancyey,1375,2.0,1.0,54.99,1375.0,3.0,Raja Rajeshwari Nagar,3999.2727272727275,458.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GRvanun,1525,2.0,2.0,99.13,1525.0,3.0,Raja Rajeshwari Nagar,6500.327868852459,508.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060,2.0,1.0,48.0,1060.0,2.0,Raja Rajeshwari Nagar,4528.301886792453,530.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6 Bedroom,,3900,6.0,2.0,195.0,3900.0,6.0,Raja Rajeshwari Nagar,5000.0,650.0,Raja Rajeshwari Nagar,1.0,3,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79,1128.0,2.0,Raja Rajeshwari Nagar,4325.354609929078,564.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1400,2.0,2.0,48.0,1400.0,3.0,Raja Rajeshwari Nagar,3428.5714285714284,466.6666666666667,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Dehts H,1170,2.0,3.0,50.0,1170.0,2.0,Raja Rajeshwari Nagar,4273.504273504273,585.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,DScon S,1625,2.0,2.0,54.0,1625.0,3.0,Raja Rajeshwari Nagar,3323.076923076923,541.6666666666666,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,51.15,1185.0,2.0,Raja Rajeshwari Nagar,4316.455696202532,592.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1255,2.0,1.0,53.87,1255.0,2.0,Raja Rajeshwari Nagar,4292.4302788844625,627.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,1.0,60.42,1419.0,2.0,Raja Rajeshwari Nagar,4257.928118393234,709.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1693,3.0,1.0,71.38,1693.0,3.0,Raja Rajeshwari Nagar,4216.184288245718,564.3333333333334,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,,3600,9.0,3.0,240.0,3600.0,9.0,Raja Rajeshwari Nagar,6666.666666666667,400.0,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,1196.0,2.0,Raja Rajeshwari Nagar,3389.632107023411,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,1196.0,2.0,Raja Rajeshwari Nagar,3389.632107023411,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1630,3.0,2.0,60.65,1630.0,3.0,Raja Rajeshwari Nagar,3720.8588957055213,543.3333333333334,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1531,3.0,3.0,51.77,1531.0,3.0,Raja Rajeshwari Nagar,3381.4500326583934,510.3333333333333,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1160,2.0,1.0,70.0,1160.0,2.0,Raja Rajeshwari Nagar,6034.482758620689,580.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,1.0,38.37,1133.0,2.0,Raja Rajeshwari Nagar,3386.5842894969105,566.5,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,48.7,1140.0,2.0,Raja Rajeshwari Nagar,4271.929824561404,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.65,1140.0,2.0,Raja Rajeshwari Nagar,3390.3508771929824,570.0,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,38.55,1140.0,2.0,Raja Rajeshwari Nagar,3381.578947368421,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,55.47,1295.0,2.0,Raja Rajeshwari Nagar,4283.397683397683,647.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,2.0,40.0,1133.0,2.0,Raja Rajeshwari Nagar,3530.45013239188,566.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,DwntsAp,1510,2.0,2.0,55.0,1510.0,3.0,Raja Rajeshwari Nagar,3642.384105960265,503.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1550,3.0,1.0,86.8,1550.0,3.0,Raja Rajeshwari Nagar,5600.0,516.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1400,2.0,2.0,45.0,1400.0,2.0,Raja Rajeshwari Nagar,3214.285714285714,700.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1110,2.0,1.0,52.0,1110.0,2.0,Raja Rajeshwari Nagar,4684.684684684685,555.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1580,3.0,1.0,83.74,1580.0,3.0,Raja Rajeshwari Nagar,5299.999999999999,526.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,54.51,1608.0,3.0,Raja Rajeshwari Nagar,3389.9253731343283,536.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1640,3.0,1.0,86.8,1640.0,3.0,Raja Rajeshwari Nagar,5292.682926829269,546.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1500,3.0,3.0,51.04,1500.0,3.0,Raja Rajeshwari Nagar,3402.6666666666665,500.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,51.15,1185.0,2.0,Raja Rajeshwari Nagar,4316.455696202532,592.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,1295.0,2.0,Raja Rajeshwari Nagar,3389.96138996139,647.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1279,2.0,1.0,53.76,1279.0,3.0,Raja Rajeshwari Nagar,4203.283815480844,426.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,1196.0,2.0,Raja Rajeshwari Nagar,3389.632107023411,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,2.0,40.54,1240.0,2.0,Raja Rajeshwari Nagar,3269.3548387096776,620.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,1.0,57.0,1090.0,2.0,Raja Rajeshwari Nagar,5229.357798165138,545.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,2.0,42.04,1240.0,2.0,Raja Rajeshwari Nagar,3390.3225806451615,620.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,ChionCo,1757,3.0,3.0,98.0,1757.0,3.0,Raja Rajeshwari Nagar,5577.689243027889,585.6666666666666,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,2.0,64.0,1530.0,3.0,Raja Rajeshwari Nagar,4183.006535947712,510.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,3 BHK,Prllsan,1587,3.0,1.0,73.8,1587.0,3.0,Raja Rajeshwari Nagar,4650.283553875236,529.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1529,3.0,3.0,51.77,1529.0,3.0,Raja Rajeshwari Nagar,3385.8731196860695,509.6666666666667,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,1.0,55.47,1295.0,2.0,Raja Rajeshwari Nagar,4283.397683397683,647.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1450,2.0,1.0,67.0,1450.0,3.0,Raja Rajeshwari Nagar,4620.689655172414,483.3333333333333,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,2.0,57.0,1090.0,2.0,Raja Rajeshwari Nagar,5229.357798165138,545.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Deade A,945,2.0,1.0,45.0,945.0,2.0,Raja Rajeshwari Nagar,4761.9047619047615,472.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1303,2.0,2.0,55.78,1303.0,2.0,Raja Rajeshwari Nagar,4280.890253261704,651.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,3450,7.0,2.0,225.0,3450.0,8.0,Raja Rajeshwari Nagar,6521.739130434783,431.25,Raja Rajeshwari Nagar,0.875,3,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,1419.0,2.0,Raja Rajeshwari Nagar,3389.7110641296686,709.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1700,2.0,2.0,86.0,1700.0,3.0,Raja Rajeshwari Nagar,5058.823529411765,566.6666666666666,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Ely 3Em,1270,2.0,2.0,62.0,1270.0,2.0,Raja Rajeshwari Nagar,4881.889763779527,635.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1250,2.0,2.0,68.0,1250.0,2.0,Raja Rajeshwari Nagar,5440.0,625.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Keave E,1260,2.0,1.0,62.0,1260.0,3.0,Raja Rajeshwari Nagar,4920.6349206349205,420.0,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,1196.0,2.0,Raja Rajeshwari Nagar,3389.632107023411,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,2.0,66.85,1580.0,3.0,Raja Rajeshwari Nagar,4231.012658227847,526.6666666666666,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1050,2.0,2.0,37.0,1050.0,2.0,Raja Rajeshwari Nagar,3523.809523809524,525.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1021,3.0,2.0,59.0,1021.0,3.0,Raja Rajeshwari Nagar,5778.648383937317,340.3333333333333,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2.0,2.0,40.54,1196.0,2.0,Raja Rajeshwari Nagar,3389.632107023411,598.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1500,3.0,2.0,88.0,1500.0,3.0,Raja Rajeshwari Nagar,5866.666666666667,500.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,66.0,1168.0,2.0,Raja Rajeshwari Nagar,5650.684931506849,584.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1400,2.0,2.0,86.0,1400.0,3.0,Raja Rajeshwari Nagar,6142.857142857143,466.6666666666667,Raja Rajeshwari Nagar,0.6666666666666666,2,12.914425,77.651882,155
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2.0,1.0,65.0,1157.0,2.0,Raja Rajeshwari Nagar,5617.9775280898875,578.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
